avgDeathsPerYear,TARGET_deathRate,medIncome,popEst2015,povertyPercent,MedianAge,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctBachDeg18_24,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,BirthRate
38,147.9,61423,18340,7.9,42.1,2.37,60.1,12.5,9,15.5,67.2,3,5
101,154.2,49569,43017,12,44.2,2.17,51.7,8.9,11.5,16,63.4,4.4,5.751533742
29,135.4,52894,11574,9.6,46.6,2.14,55.2,21.4,4,14.4,62.6,3.7,3.505447655
31,161.9,50788,12097,9.8,44.1,2.27,60.7,17.8,10,11.2,63.6,3.8,8.382476832
25,198.5,45413,9259,14.4,39.6,2.43,53.8,13,1.5,9.7,,5,7.290533188
44,171.5,51514,16507,11.5,42.2,2.27,55.6,12.7,9.5,15.1,64.9,3.8,4.909253198
46,168.3,49018,17644,10.8,45.4,2.3,58.6,12.4,4.7,12.3,62.9,4.2,5.962622367
127,191.8,48528,47768,12.9,42.1,2.36,52.1,17.6,7.3,13.9,61.1,4.8,4.6635126
34,148.6,50370,17094,11.6,38,2.64,56.4,24,8.3,10.6,62,4.8,8.150028201
80,132.6,79173,80133,6.2,34.7,2.69,61.2,18,19.9,32.5,72.6,2.6,6.526994359
19,158.6,46750,8769,15.4,38,2.73,60.6,42.9,3.8,11.8,59.3,4.2,8.783008037
24,209.1,36742,8220,21.3,37.4,2.38,50.1,12.4,2.6,13.9,54.6,7.5,5.356186395
38,154.1,55958,17403,8.9,43.1,2.48,57.8,13,7.5,9.9,68.2,3.6,5.807872282
98,170.1,45292,40055,15.7,42.1,2.36,50.5,16.3,4.4,13.8,58.8,6.3,5.598682663
46,156.1,56551,17111,7.4,48.7,2.14,63,17.4,8.9,19,,3.8,7.152406417
19,210.3,33370,6337,23.8,47.5,2.43,42.7,26.7,9.5,9.2,46.3,10.6,4.686258936
6,234.9,28716,1639,32.3,47.9,2.42,40,16.8,7.2,6.3,,12.1,0.56980057
54,216.4,34010,25229,28.2,36.2,2.46,43.4,46.4,0.6,6.9,35.5,7.9,8.461219411
17,161.2,32815,8330,25.4,42.6,2.39,43.8,40.8,1.8,6.6,42,20.6,3.978779841
31,159.8,29244,16400,33.7,40.3,2.37,40.1,33.2,1.2,5.4,32.4,4.4,2.772573998
25,218.9,34604,9113,29.8,41,2.68,38.7,30.7,2.7,6.2,44.1,14.4,4.011887073
110,199,36973,45063,24.5,39.4,2.53,45.8,29.3,7,10.5,49.5,10.5,6.247570929
78,183.9,36303,40764,28.6,35.1,2.76,42.3,17.5,4.8,8.7,50.7,5.8,6.308457711
61,201.3,34008,27241,24.5,34.9,2.5,52.1,25.8,1.8,10.5,51.7,9.6,4.553734062
41,193.1,39453,11182,18.1,52.4,2.34,55,7.1,4.5,13.9,39.4,10,7.575757576
15,193.7,32536,6785,27.1,42.8,2.38,41.6,28.4,0,10.5,48.8,5.4,1.448321264
134,186,41141,69763,19.5,36.1,2.73,43.1,19,3.8,11.1,53.7,11.9,6.920828113
21,197,32171,8214,31.7,38,2.63,41.8,30.6,0.3,7.9,44.9,12.5,0.476758045
23,189.8,36886,8390,28.1,45.6,2.79,44.8,28.8,0.2,6,36.8,6.7,5.235294118
63,159.3,40667,22267,15.1,53.3,2.54,57.9,27.8,0.7,12.2,39.5,13,2.147577093
64,189.5,34867,26368,25.9,41.5,2.55,50,24.3,3,6.9,46.8,11.1,5.682006978
177,212.7,39078,68066,20,40.4,2.59,51.3,20.3,3.3,9.7,51.7,8.4,6.366601435
169,193.3,52082,88399,15.6,38.5,2.88,57.1,14.7,3.7,12.5,56.7,7.9,5.68799466
78,180.1,34288,35370,28.8,37.9,2.39,48.2,37.6,5,7.3,46,7.2,7.919234299
16,194.6,31623,5460,28.9,44.3,2.58,39.3,19.5,6.8,8.1,44,16.4,7.881355932
46,186.4,36137,20816,30.2,40,2.64,41.3,21.9,2.4,9.4,44.5,12.2,5.967408768
65,205.6,41093,29534,25.5,37.3,2.77,47.6,26.2,0.4,7.8,44.9,11.3,5.499843309
6,143.1,33893,2648,22.8,41,2.56,44.6,27.5,2.7,4.3,52.6,5.8,2.646502836
14,179.9,30264,7903,38.9,38.4,2.16,34.6,30.5,0,4,19.5,10,5.070993915
54,144.6,42126,28319,16.9,43.9,2.42,62.7,10.2,5.1,12.6,48.9,6.8,3.822835972
178,182.8,43731,104216,20.7,34.8,2.96,52.2,20.5,7.4,8.5,58,10.3,6.314687286
21,195,32722,8857,30.7,39.4,2.52,39.7,31.6,0.5,5.7,32.9,6.7,2.918781726
32,210,32042,9867,26.7,44.4,2.45,42.7,35.1,1.8,8.7,46.7,8.9,7.441634241
21,178,34512,9155,23.2,41.6,2.8,45.2,13.1,4.1,3.9,44.1,7.3,1.811062163
40,160,40382,20699,22.6,40.4,2.65,48.3,23.4,3.4,6.5,49.9,9.8,2.338461538
343,147.6,51887,196428,18.1,41.1,2.9,47.9,12.7,6.4,17.3,53.5,8.1,6.030934113
1562,135,73985,998714,9.8,36.9,3.06,50.2,7,9.1,21.6,57.5,5.6,6.457474103
130,149.4,58883,71735,12.3,41.6,3.07,51.8,7.1,2.7,18.8,61,5.4,4.798813776
247,139.9,64916,164637,13.1,40,2.96,50.2,12,6.9,17.6,63.5,6.9,6.34729556
561,151.6,57908,434211,11.6,35.8,2.61,53.6,10.4,11.4,24.8,61.9,6.6,4.783515756
7,121,40777,3843,14.9,51.3,2.39,55.3,36.7,2.4,13.1,45.4,11.3,9.375
118,151.5,44324,83744,17.4,32.7,2.67,51.6,7.7,6.1,17.3,58.7,7.2,5.416377859
12,143.2,45504,5922,13.4,39.5,2.51,64.5,23.8,2.3,15.6,,3.3,9.638554217
28,222.2,46277,9052,15.7,45.4,2.45,52.3,15.8,2,8,49.3,10.1,5.089647195
68,155.8,47292,44990,15,32.9,3.07,58.9,17.2,3,12.6,59.5,7.1,7.30438263
21,94.4,63490,21592,10.6,43,2.35,59.8,17.5,8.1,30.6,70.8,4.1,7.863131656
14,163.9,50874,7058,15.6,52,2.29,56.9,19.4,5.5,17.5,48.1,10.5,3.703703704
100,175.5,45193,41859,16.2,47.2,2.36,57.8,23.8,3.5,14.5,48.9,6.2,6.717676047
134,137.4,51440,110089,15.5,32.4,2.9,56.8,16.7,5.6,19.1,60.8,5.6,7.807625299
24,161,42720,11318,16.7,43.7,2.55,61.2,38.9,0.3,10,44.7,4.7,5.523535062
4,107.2,42907,2501,14.8,40.9,2.59,56.6,46.3,0,11.3,46.9,6.8,4.31372549
271,154.8,43489,207478,18,32.8,2.98,53.8,19,3.1,12.5,56.3,9.4,6.940188877
15,184.5,55770,6770,11.5,36.8,0.0257,66.1,9.8,3.7,14.6,62.2,1.5,5.12455516
32,133.7,45078,23506,15.6,31.7,2.96,60.1,18.5,1.8,12.5,59.3,5.7,8.097815193
24,164.7,41304,8496,16.6,50.2,2.05,55.4,29,0,12.1,38.7,7.3,6.401766004
11,160.5,42704,4087,15.7,52,2.33,62.7,34.5,3.4,18.3,49.8,3.3,3.808180536
40,180,45049,25876,14.4,30.8,2.6,59.8,10.5,1.4,11.2,,8.4,8.913784705
18,136.3,50545,13074,10.8,32.4,3.03,65,24,1.3,14.1,60.5,5,9.856115108
20,140.9,45578,12819,15.1,36.3,2.75,65.3,19.2,5.6,14.9,54.6,6,6.445533358
47,190,41688,16852,15.9,44.7,2.63,52.2,18.5,2.8,11.7,43.2,14.2,4.495990836
28,151.5,44669,15284,17.1,36.3,2.84,59.1,23,4.3,8.9,59.9,3.8,6.793917826
41,162,39551,16272,16.3,48.9,2.38,58.4,25.8,1.8,14.9,48.5,6.4,5.367647059
30,136.4,52428,27157,11.5,31.1,3.3,61.8,18.9,2.1,15.3,60.9,6.1,6.959459459
31,147.6,46513,22814,15.7,32.1,2.95,59.9,26.6,1.6,10.4,59.9,6.6,8.495681864
291,173.4,49061,150346,12.9,39.4,2.54,55.3,16,4.8,15.7,57,7.9,7.001795332
50,148.9,43482,38778,19.9,28.5,2.33,45.5,2.9,11.8,27.8,58.6,7.6,4.020530368
20,142.6,37869,7735,18.2,51.2,2.03,57.8,12.5,2.2,15.5,48.1,6.1,5.332359386
12,185.6,39918,3789,13.7,48.2,2.31,55.6,41.2,0,11.1,50.7,6.5,4.80349345
7,145.9,44046,5297,14.1,33.8,3.21,59.5,16,0.7,8.2,58.6,6,6.751054852
22,125.2,36065,38273,27.1,23.2,3.6,53.6,4.3,5.6,23.3,56.7,10.2,6.963315217
39,163.5,46332,20461,16.8,35.5,2.83,60.3,15.9,0.9,9.2,60.5,4.8,5.314458111
102,180.1,46214,40048,14.6,41.6,2.4,50.4,8.9,6.8,16.7,58.1,6.1,6.338028169
8,141,46503,4281,13.9,39,2.66,61,17.1,1.6,10.1,54.5,6.7,5.384615385
19,152.5,38478,11310,23.6,37.5,2.85,51,26.8,2.2,6.9,49.7,11.7,9.079391892
45,166,45533,22896,14.2,38.5,2.77,55.5,27.1,2.3,11.4,54.4,10.1,8.451001054
9,114.3,48048,7648,15.7,34.2,2.99,55.5,26.1,0.7,9.5,57.4,9.4,12.93684856
44,225.1,36577,12432,18.9,47.1,2.16,55,23.1,4.1,9.7,47.8,11.8,8.244897959
8,114.2,57644,10564,11.6,35.2,2.85,52.9,23.6,10.4,30.3,70,8.5,7.958199357
144,165.4,44236,82375,14.5,34.5,2.71,55.7,16.3,1.3,12,60.2,5.9,8.551754776
18,131.6,49380,10103,11.7,49.4,2.99,50.9,19.5,0,21.1,53.1,5.7,1.604584527
28,173.6,35955,9984,17.8,44.9,2.59,54.4,12.8,2.3,10,45.6,9.7,8.792924037
158,167.4,46061,67013,14.2,40.6,2.44,52.6,14.9,8.6,14.1,60.6,6.8,5.866611774
20,181.1,30699,6780,35.6,39.7,2.65,37.8,14.2,0.2,6.1,41.5,13.9,4.373757455
39,171.7,49886,16950,16.2,40.1,2.57,47.5,11.2,1.4,10.4,52.8,6.4,5.736868944
87,163.7,58792,53585,10.2,38.2,2.95,55.1,21.3,9.3,12.6,60,9.7,5.621301775
12,165.8,50225,6829,14.2,37.7,2.43,37.9,28.9,15.9,9.5,46.5,5.4,3.908484271
87,172.2,52138,33587,13.1,43.4,2.4,55.4,18,6,11.3,59.1,7.6,5.996296824
12,152.3,49689,4899,12.1,46.9,2.37,65.4,17.6,16.8,10.2,54.5,5.4,6.910994764
50,194.4,50750,14616,12.6,47.5,0.0222,56.1,15.2,7.7,11.2,55.7,8.1,4.903978052
33,195.3,46289,12847,13.2,39.2,2.51,51.1,16,6.4,9.8,59.5,8.5,4.770134808
267,152.5,47966,208861,22.6,29.3,2.38,39.3,4.3,14.3,22.3,59.6,6.5,3.467190704
95,196,46870,33642,14.4,42,2.31,51.1,17.2,4.7,9.6,54.6,5.4,4.048467569
45,199.1,50645,15979,13.9,43.4,2.4,57,11.9,11,12.1,57.7,8.5,5.790960452
37,190,45709,13428,13.6,42.8,2.39,56.5,17.7,11.5,11.1,57.7,6.7,6.40518172
78,167,60556,37786,9.9,40.1,2.59,53,17.4,8.6,15.2,62.7,4.9,3.719306692
108,176.1,41319,52521,22.9,33.3,2.31,42,6.4,11.2,14.1,55.9,9.7,4.437890116
9445,177,55058,5238216,17.1,35.9,2.65,41.9,14.9,15.5,21.5,59,10.7,4.994880839
52,191.5,45889,19414,15.2,42.4,2.37,52.9,18.1,5.7,11.9,52.1,6.8,3.962879358
30,201.4,49567,10898,12.2,41.6,2.51,56.1,14,9.5,9.8,56.7,7.4,6.796116505
155,171.7,56536,104352,14.7,30.3,2.65,41.4,5.6,10.6,18.6,61.7,10.4,4.533178353
43,195.5,55193,16247,10.9,42.8,2.36,56.5,16.7,8.3,13.7,61,7.7,8.025966362
44,177.5,52526,19823,10,38.3,2.58,57.7,29.6,7.1,13.5,61.5,6.1,6.28798504
1457,152.7,80037,933736,7.9,38.8,2.72,55.6,10.1,18,28.3,65.1,7,4.783276672
48,177,45485,17664,15.1,43.4,2.29,56.3,17.6,6.1,12.5,,9.6,6.41025641
19,189.9,46894,6534,11.6,43.7,2.37,55.1,12,7.3,8,56,8.3,9.853733641
187,129.9,86413,212438,6.3,38,3.14,62.6,19.3,11.3,31.1,63.7,6.2,5.246691229
58,198.3,38055,22311,24.4,40.9,2.54,52.6,19.2,3,8,45,8.4,6.796906797
1311,165.3,55516,1010562,17.4,34.8,2.5,38.3,13.3,15.5,30,60.6,9.9,4.41557191
51,136.4,40010,29400,19.7,45.1,2.58,59.3,25.4,2.8,10.9,46.7,10,6.54966528
9,211.1,39643,3065,19.4,40,2.67,54.7,14.5,3.3,5.1,56.2,7.1,0.855920114
168,168.9,46737,83579,19.3,40.5,2.49,48.9,20.5,5.4,16.4,56.2,9.3,5.647184414
105,191.7,43880,56574,17.8,37,2.83,53.8,27.2,2.8,8.1,54.4,8.3,6.428197261
58,199.1,35237,25205,26.2,39.1,2.7,47.3,20.8,0.8,7.4,47.7,10.5,3.794871795
43,177.8,42823,16710,24.4,47.6,2.4,52.7,19.9,7.4,12.7,44.5,6.8,6.786885246
808,146.1,59858,895823,13.4,414,3.12,52.2,17.2,9.5,23.3,63.6,8.3,4.837677143
94,180.5,40994,43996,15.3,38.8,2.74,53.7,20,5.8,10.1,49.1,7.7,6.010723356
270,153.5,52238,193535,16.8,35.6,3,52.2,20.6,3.8,14.2,58.8,7.5,6.393153226
20,160.6,26309,8551,35.3,43.9,2.49,30.2,46.6,4,5.9,28.6,14.6,3.166561115
69,213.9,40387,28854,18.8,40.3,2.63,55.2,19.9,6.1,8.4,49.6,12.3,6.089508437
51,139.4,66249,33381,9.5,43.1,2.79,56.7,14.2,8.3,15.7,56.9,8,5.808219178
61,166.4,38564,25534,21.4,43.2,2.48,52.9,27.7,5.1,8.4,46.8,6.2,8.220466516
24,178.8,41348,11539,19,40.1,2.65,52.2,28.4,5.3,6.7,49.6,12.1,5.545147996
280,175.9,60388,217739,13.7,36.3,3,50.6,19.3,6,17.9,57.7,10.3,3.860213737
225,174,53027,150033,17.2,34.8,2.72,51.7,13.5,6.2,14.3,56.6,9.7,5.666906226
23,192.8,35955,9245,25.3,39,2.71,47.3,22.8,6.1,5,42.3,6.8,5.602094241
124,213.2,51931,63360,13.5,38.3,2.88,56.7,17.6,1.6,13.1,56.5,7.9,4.117165096
25,169.3,41818,13635,18.2,39.9,2.61,53.8,16.2,2.6,7.3,51.7,12.7,3.74722134
29,171.6,35235,14920,24.8,36.1,2.75,54.9,46.4,10.5,5.7,50.4,6.6,4.831625183
44,211.2,30835,16106,26.4,38.4,0.0261,41.6,31.6,0.5,7.3,39.9,17,4.429860541
22,215,30678,8957,34.6,40.7,2.53,37.6,31.3,3.9,7.5,43.9,10.3,3.774792067
20,167.8,29818,9656,30.4,39.6,2.8,42,30,1.5,5.1,48.3,9,2.640934485
50,162.1,51749,28494,14.5,39.4,2.76,52.5,18.9,1.8,12.2,54.1,9.5,3.929500144
42,204.1,40339,18201,21.3,38.6,2.62,45.3,19.8,0.8,11.4,46.5,15.6,4.34410443
20,209.2,37113,10312,23.9,33.6,2.72,48.5,25.9,10.8,7.7,44,14.6,6.906534326
98,169.7,35807,47731,25.4,38.5,2.65,45,24.3,3.8,7.7,45.5,6.6,4.598218303
44,192.8,64533,29202,11.8,36.7,2.76,56.4,22.6,10,13.7,59.1,7.2,5.414364641
65,170.3,41682,62467,17.2,27.6,2.72,54.1,10.7,2.7,12.7,48.9,12.9,9.713596623
21,196.7,39484,7673,17.9,47.2,2.23,46.5,15.2,6.1,7.4,48.9,9.3,1.638311279
20,180.9,43193,17731,21.9,31.2,3.27,47.6,15.9,1.7,10.8,46.6,15.6,5.82010582
167,180.9,38887,112865,24.5,29.4,2.78,40.6,13.9,5.4,14.2,51.8,13,6.143722718
50,158.1,44653,31408,18.6,36,2.66,47.5,9.3,8.9,18,55,8.2,3.509433962
53,219.5,37413,21540,27.6,38.2,2.61,48.4,35.2,2.3,9.2,50,9.5,5.374121538
28,143.9,37603,13969,23.3,47.6,2.63,47.8,3.3,2.1,7.9,,8.8,2.708877285
34,214.9,29430,13632,34.1,40.5,2.62,34.5,43.7,1.8,5.3,38.3,18.7,6.381381381
71,227.2,45557,28441,19.7,40.2,2.75,50.8,18.6,7.4,8.8,50.8,8.7,5.50827789
17,159.3,36055,8761,25.9,500.4,2.83,44.1,29.4,6.8,7,45.9,14.3,12.64845606
49,173.9,37243,21190,23.6,42.1,2.65,48.7,35.9,5.1,5.9,45,12.8,6.365870002
17,200.8,35276,5854,25.1,41,0.0242,49.6,23.7,3.4,8.1,50.6,6.5,2.32
46,179.7,32711,22574,32.6,37.6,2.55,39.8,34.2,1.3,7.6,43.8,13.5,7.192480588
45,139.2,53542,27103,14.8,41.9,2.68,51.1,25.7,9.7,12.2,49.8,10.5,4.581280788
15,163.1,36436,8951,22.4,38,2.62,45.1,18.4,9.2,8.2,46.9,6.7,6.796116505
39,172.3,50295,18046,15,43.2,2.76,53.8,10,4.2,13.9,53.8,6.9,3.7027833
77,204,40976,39565,18.7,37.2,2.75,54.4,24.8,2.1,6.4,52.9,11.1,3.893548721
362,190,41783,200579,21.9,33.5,2.61,39.5,12.5,6.4,15,50.2,11,6.992367626
161,182.4,48058,105473,19.4,429.6,2.92,44.4,22.2,3.2,13.7,56,11.8,6.215613383
45,140.8,80631,35965,7.9,39.7,2.88,61.2,12,6.9,22.2,61.5,5,3.593692703
27,150.6,46840,14871,15.8,42.4,2.63,52.6,19.5,9.7,10,53.9,5.3,6.672760512
173,173.2,63964,152238,10.7,35.1,2.99,57.5,14.2,5.2,15.2,63.4,8.7,4.002336389
60,222.3,40550,26720,21.7,34.7,2.5,44.7,8.7,5,13.2,52.7,11.3,2.874946891
68,176.4,51047,30309,12.3,44.7,2.61,62.8,16.9,4.7,15.9,52.3,8.3,5.382482466
48,219.8,40526,19103,18.9,39,2.72,50.2,21.4,2.8,7.7,,8.9,7.704581719
41,224.3,50395,17941,13.7,38.9,2.92,56.2,12.8,3.9,9.7,52.4,10.4,3.422926717
20,127.1,36128,11396,23.9,41.3,0.0255,41.2,21.9,2.5,6.2,40.8,7.4,3.860242322
55,186.9,42125,21353,18.9,45.6,2.49,58.7,17.4,5.1,12.4,53.7,6.3,5.057135911
10,250,29477,2302,29.5,49.2,2.29,40.2,11.8,0,6.3,38.9,11.2,8.61618799
44,169,38449,16281,20.6,47.8,2.34,55.1,25.9,4.6,15.5,45.2,7.3,5.049875312
13,127,25807,7193,36.3,39.2,2.54,40.7,36.4,3.3,7.1,43.9,10.4,10.85271318
392,197.6,36012,201793,26,33.3,2.68,35.2,20,7.3,12.7,48.6,12,6.251597303
131,162.1,48287,88856,17.3,37.5,2.91,46.4,18.8,5.8,17.4,55.9,11.2,5.788659325
8,151.3,39601,5168,20.1,38.4,2.7,53.4,15.6,0,9.4,51,12.4,6.255585344
39,214.9,34012,14162,26.2,40,2.61,45.1,30.1,0.6,9.1,48.2,9.8,7.930489731
23,180.1,37672,8647,26.4,45.1,2.62,46.9,30.4,3.4,9,,9.4,2.387267905
139,196.2,35555,64051,27.4,38.2,2.76,44.8,25.8,2.9,10,47.2,12.4,5.051532411
70,213.1,36870,25586,20.9,41.2,2.7,54.9,25,5,8.4,49.9,10.6,7.304204452
15,228.8,27635,5851,39.4,38,2.48,23.1,55.1,0,8.7,29.3,14.5,2.584269663
63,181.7,34017,30779,33.9,34.6,2.58,37.6,17.8,4.7,9.3,46.5,14.4,6.812933025
19,178,46495,5040,12.8,49.2,2.18,63.2,43.3,6.1,13.4,57.6,3.3,7.09382151
100,151.9,49513,65787,17.9,30.1,2.46,43.6,3.1,7,21.6,68,4.9,4.61118069
65,161.5,52272,25313,8.9,43.5,2.27,55.4,8.6,5.3,15.3,66.2,3.2,5.656722201
83,187.8,53291,35569,12.1,41,2.51,50.6,13.8,3.9,16.8,58.7,5.4,5.169121658
111,148.8,88500,98741,4.8,36.9,2.76,62.3,13.1,14.5,32,73.2,3.8,5.473379087
76,168.1,45179,28706,15.7,48.3,2.19,61.1,18,3.6,14.2,52.6,7.4,7.941812463
33,167.2,51274,12109,11.5,43,2.36,56.4,22.7,4.9,11.8,65.6,2.6,8.914100486
82,149,75122,54293,6.2,40.2,2.63,57.2,19.1,5.6,15.6,64.7,5.5,5.001246158
98,161,55560,62324,13.3,32.4,2.51,49.6,5.2,7.4,22.8,68.8,4.3,6.780928638
23,184.9,43674,8803,17.8,42.5,2.48,57.1,20.8,6.1,11.1,53.2,7.4,7.495429616
11,128.7,48593,5194,10.4,51.3,1.93,63.3,11.8,11.5,22.3,62,4,2.465166131
32,153.8,48176,11549,12.9,42.8,2.38,57.7,29.4,6.8,13.9,59.2,4.9,8.062360802
160,176.7,50162,63428,10.9,43.5,2.36,56.3,12.8,5.7,15.6,57.9,5.7,6.153360682
571,154.4,76269,414686,7.3,37.5,2.59,55.2,13.4,13.4,27.8,,5,5.401029725
32,153.6,68777,20364,7.6,37.9,2.67,59.6,13.3,7,18.1,71.4,3.5,6.386701662
91,160.9,52298,37075,9.6,44.1,2.32,59.8,11.5,9.1,17.8,63.8,4.5,6.190278355
40,158.9,48163,14050,13.5,46.7,2.18,57.4,15.6,6,12.8,61.5,4.2,3.50678733
50,152.7,52444,20834,11.6,43,2.4,59.1,21.7,5.9,13.8,64.5,4.3,5.655206776
84,164.1,47203,30613,12.5,44.6,2.33,52.7,15.9,5.3,11.5,61.5,4.9,5.846508564
106,161.6,60869,46435,9.6,43,2.42,55.8,14.8,9.4,16.8,63.9,5.3,6.13624545
17,159.9,48179,5903,10.5,46.3,2.32,60.1,15.7,10.9,14.6,61.1,3.6,8.227848101
1854,156.8,64490,1223149,13,36.1,2.39,47.2,12.1,19.9,30.3,67.9,6,5.881342381
40,141.8,59900,18773,8.4,45,2.35,58.1,11.8,8.9,14.9,64.4,4.9,3.366021733
51,156,47944,20655,12.2,48,2.32,62.6,19.9,6.1,16.7,56.6,5,3.229308005
72,177.3,65342,38429,7.8,39.5,2.68,53.6,13.1,3.5,12.8,,7.3,5.876216968
123,177.7,48525,45435,14.7,45.9,2.33,58.5,14.7,5.5,15.1,54.2,7.1,6.184256155
22,130.4,53700,10079,9.8,43.4,2.32,59.4,10.7,7.9,14.2,66,3.2,7.996051333
35,162.2,48908,15837,13.8,43.9,2.55,54.9,14.6,4.5,8,56.3,9.8,4.499229584
85,147.5,57405,42542,11.5,39.9,2.48,57.7,18.7,8.4,15.1,64.9,4.8,5.730234678
14,168.3,50372,4424,9.9,48.1,2.28,54.7,16.4,8.1,16.8,60.3,2.8,6.869220608
37,173.3,44113,12841,15.3,47.4,2.18,55,18.8,6.7,13.5,54.4,7.8,3.367670365
20,145.6,48245,6856,10.4,49.8,2.24,61.2,23.3,4.5,13.6,60.8,3.7,6.786941581
32,164.5,52381,10631,10.5,50.2,2.06,62.3,13.3,4.8,15.5,54,4.8,7.011070111
11,172.7,44727,3923,10.7,50.3,2.4,52.3,12.9,5.8,12.4,59.9,4.8,5.924855491
56,166.9,61665,27663,8.9,41.3,2.52,58.4,12.8,8.7,15.4,66.9,5.3,7.140456989
17,146.8,48449,5771,10.2,46.5,2.25,59.1,17.9,11.3,15.8,63.9,2.8,5.539070228
49,163,53552,25673,11.5,35.1,2.46,51.3,7.3,7.9,18.6,69,5.3,5.799293999
81,175.4,60114,35932,7.9,39.9,2.4,56,15.1,9.3,12.9,66.7,4.5,7.114267269
15,215.7,39926,5457,19.6,36.3,2.71,46.3,27.5,4.7,9.8,56.2,9.2,8.348623853
22,148.2,54433,9423,9.6,43.8,2.32,59.4,20.4,4.6,14.5,62.8,4.7,6.110201855
58,162.5,52042,20022,12.2,45.4,2.26,54.9,19.6,6.3,15.1,62.5,3.5,7.700101317
48,151.2,54354,23102,10,42,2.48,60.4,20.2,4.5,13.6,63.6,4.7,6.093113066
63,190,48434,25788,12,40.3,2.52,51.9,18.4,9.6,10,58.4,7.7,6.653151493
74,169.5,50685,32775,11.8,41.2,2.43,57.5,16.2,4.4,11.6,63.6,5.8,5.734925549
88,155.6,47537,39116,12.1,39,2.51,53.1,27.4,3.7,13.8,62.5,6.5,6.166646274
25,156.4,52219,8413,9.6,47.6,2.24,61.4,18.9,9.6,13,61.1,4.5,6.466069142
47,133.3,61279,33347,10.2,35.7,2.39,50.8,3.8,8,22.3,70.4,4,5.329918283
40,138.1,50684,21770,13,36.6,2.71,54.1,41.1,4.7,10.1,63,6.9,7.86717183
19,169.9,51597,6678,13.4,45.4,2.4,56.2,14.4,7,12.4,57.9,5.1,6.289308176
224,142.2,69430,151436,9.8,36.7,2.52,55.2,14,16.6,23.8,69.3,4.1,5.82767149
148,156.9,51510,57716,11.2,46.7,2.34,60.2,16.4,9.5,17.2,59.3,4.4,7.511606314
31,174.2,50905,14219,9.3,39.1,2.34,49.7,13.4,6.3,11.8,68.5,3,5.893845653
63,161.7,42157,29069,17.5,43.7,2.42,51,14.8,3.4,9.1,53,7.4,4.865649964
26,173,47164,9271,12.2,42.3,0.023,59.2,22.5,2.9,14,62.8,4.2,5.622270742
78,184.4,50175,31533,12.7,38.9,2.37,52.8,14.9,5.1,16.3,63.9,4.6,7.867590454
28,154.5,51343,11041,10.4,46.5,2.23,63,20.2,6.9,16.1,60.7,4.1,8.178625188
903,166.5,55070,538133,16.5,34.6,2.47,44,12.7,15.4,24.4,63.9,7.1,6.13624584
9,157.6,48188,4055,9.2,42.3,2.43,57.5,12.9,8.6,11.8,65.8,3.5,10.14120668
46,180.7,49934,15471,12.4,43.2,2.43,54,17.3,10,13,61.8,4,5.74439157
42,176.5,54386,14892,11.3,44.5,2.34,57.1,16.1,9.1,12.2,62.1,5,5.738255034
114,168.4,60317,65400,13,36.4,2.5,49.2,8.8,3.7,17.6,,5.6,4.613270514
23,147,55352,9600,9.6,41.1,2.37,61,14.4,6.7,15,63.5,3.7,11.04133961
30,158.2,53838,15770,9.2,41.2,2.44,59.7,18.9,3.6,14.2,69.1,2.7,6.330669945
493,184.8,49714,200431,17,40.9,2.26,47.7,9,9.9,18.2,,6.9,4.901104316
148,153.9,91688,141660,5.5,35.5,2.9,60.3,15.6,14.9,28.1,73.2,4.6,6.064705544
119,170.5,76512,91705,7.2,35.3,2.89,57.2,16.4,7,19.2,69.6,5.2,6.543533237
37,181.7,59893,14875,9.2,41.4,2.46,58.3,18.9,4.9,12.8,66.8,5.5,5.58244595
239,153.7,55832,154708,13.4,34,2.52,50,7,7.6,17.7,68.8,5,4.490661015
65,145.9,57850,36755,10.9,39.8,2.52,55,15.5,9.1,18.7,65.2,4.9,6.135046611
20,146.2,55292,9796,14.2,32.7,2.55,51.3,5.3,5.2,20.1,63.6,3.1,6.221294363
27,162.3,51032,9340,10.8,44.5,2.21,57.5,17.6,6.8,12.6,63.2,3.9,9.56284153
49,147.2,43287,24257,17.8,43,2.45,58.7,24.4,4.9,11,59.6,5.1,7.800672834
10,132.3,49536,3401,12.2,48.4,2.19,62.9,10.3,17.2,13.3,57.4,2.9,4.967948718
48,160.2,58752,21239,7.3,43.8,2.36,61.8,13.8,6.8,14.6,,3.6,5.142332415
41,187.9,41909,13875,15.8,43.3,2.35,52.2,22.3,3.9,8.8,54.2,5.2,5.574778931
40,163,54183,18989,10.1,39,2.43,56.8,12.6,4.8,15.4,63.4,4.6,6.458604248
347,152.1,84113,251597,6,38.9,2.67,57.2,13.6,13.2,27.3,,4.8,5.104712042
28,159.7,48658,10952,10.4,39.6,2.45,55.4,24,4.8,12.5,66.1,2.9,3.17533364
12,122.5,54536,6396,10.3,43.7,2.29,56,16.1,7,13.5,64.6,2,7.810107198
98,166.8,49365,50885,15.8,33.9,2.46,45.1,4.4,6.9,18.5,66,6.2,4.802427113
174,165.2,76489,131311,6,35.6,2.82,60.5,16.1,9.2,20.4,71.2,5.2,6.296560212
